Age,Department,JobRole,Education,MonthlyIncome,YearsAtCompany,JobSatisfaction,WorkLifeBalance,OverTime,Attrition
33,Finance,Executive,PhD,140269,1,2,1,0,1
58,Operations,Executive,PhD,198618,17,2,2,1,1
44,HR,Junior,High School,125064,14,1,2,0,1
40,HR,Junior,Master,126497,4,4,3,0,0
37,Operations,Junior,Master,26466,13,3,1,1,1
44,Sales,Senior,Master,140669,9,3,1,0,0
46,HR,Junior,Bachelor,116708,11,2,1,1,1
52,Finance,Junior,Bachelor,61922,15,3,4,1,0
49,IT,Senior,High School,189905,10,2,4,0,0
34,Sales,Executive,Master,35385,17,1,4,0,0
57,IT,Senior,Bachelor,63053,12,2,4,1,0
42,IT,Executive,PhD,87606,7,1,4,0,0
54,Operations,Manager,Bachelor,92846,14,3,2,1,0
47,IT,Manager,High School,156764,1,1,1,1,1
48,HR,Junior,Bachelor,154415,16,1,2,0,1
42,Operations,Senior,Bachelor,185896,2,2,3,1,0
23,Finance,Manager,PhD,43109,17,4,3,1,0
42,IT,Manager,PhD,181226,13,1,2,0,1
41,HR,Manager,PhD,130732,3,4,4,1,0
36,HR,Manager,High School,60511,2,4,2,1,0
29,Finance,Junior,Bachelor,171895,0,1,4,1,1
33,Operations,Junior,PhD,162880,4,3,4,1,0
30,Operations,Senior,Bachelor,169945,11,2,1,0,1
41,Operations,Manager,Bachelor,57581,6,4,2,1,0
27,Finance,Manager,High School,167628,6,2,2,1,1
42,Finance,Executive,Bachelor,182624,6,4,1,1,0
38,Finance,Manager,PhD,158140,12,4,4,0,0
41,Operations,Executive,Bachelor,21926,4,2,4,1,1
34,IT,Junior,High School,194460,19,4,1,1,0
30,Finance,Junior,PhD,175797,18,1,4,1,0
53,Finance,Manager,Master,146008,10,3,4,0,0
29,Operations,Manager,High School,52720,3,4,1,0,0
38,Finance,Executive,High School,43248,9,4,4,0,0
33,IT,Junior,High School,88621,19,4,4,0,0
37,Operations,Junior,High School,60296,15,1,1,0,1
43,Finance,Junior,Bachelor,193236,10,3,4,0,0
45,Finance,Junior,High School,156784,19,3,2,1,0
36,Sales,Junior,Bachelor,82163,6,1,2,1,1
44,Sales,Junior,PhD,72916,6,3,2,1,1
51,HR,Manager,Master,46324,13,2,4,0,0
31,HR,Executive,High School,138707,17,2,4,1,0
43,Finance,Senior,Master,92549,12,2,1,1,1
59,Sales,Senior,PhD,165970,7,4,1,0,0
42,HR,Senior,PhD,69068,14,4,1,0,0
53,Operations,Senior,High School,33929,19,1,3,1,1
38,Sales,Junior,Master,81976,5,4,2,0,0
34,IT,Manager,PhD,162233,14,2,1,0,1
48,IT,Junior,Master,23686,2,2,1,0,1
31,IT,Senior,Bachelor,99842,14,1,2,1,1
44,IT,Junior,PhD,176355,18,2,3,0,0
56,Sales,Executive,PhD,21302,6,2,4,1,1
39,Operations,Manager,High School,180444,12,1,3,0,0
33,IT,Executive,Bachelor,189338,2,3,1,0,0
53,Operations,Senior,Bachelor,163038,4,4,3,1,0
39,HR,Executive,Master,171475,6,3,3,1,0
52,HR,Senior,PhD,181079,3,3,4,0,0
35,Finance,Manager,PhD,103998,2,3,1,1,1
31,Sales,Executive,High School,186088,14,4,1,1,0
43,IT,Senior,High School,166526,2,4,3,0,0
25,Operations,Senior,Master,146216,6,1,1,0,1
42,Operations,Manager,Master,186808,2,2,4,0,0
38,Sales,Senior,PhD,67060,18,1,4,1,0
27,HR,Senior,High School,133993,8,3,3,0,0
53,Sales,Executive,Master,78111,2,2,3,1,0
23,Operations,Senior,Master,109906,12,3,1,0,0
48,Sales,Executive,PhD,131121,1,1,4,0,0
21,HR,Senior,Master,138565,7,1,2,1,1
57,HR,Junior,Bachelor,27371,8,3,4,0,0
42,IT,Executive,Bachelor,110570,4,2,2,1,1
39,IT,Senior,High School,111398,10,2,2,1,1
34,IT,Senior,Master,29357,6,4,4,0,0
23,HR,Executive,High School,61507,18,2,3,0,0
39,Operations,Junior,Master,67058,8,1,4,0,0
53,IT,Senior,High School,57741,4,3,4,1,0
41,Sales,Executive,Master,104959,14,3,4,0,0
21,Operations,Junior,High School,119014,1,1,4,0,0
46,Finance,Junior,Master,105466,1,3,3,0,0
30,IT,Executive,PhD,42052,19,1,3,0,0
55,Finance,Manager,High School,53366,16,4,4,0,0
33,IT,Senior,High School,75605,1,4,4,0,0
26,Operations,Manager,Master,32459,2,1,3,1,1
26,Finance,Manager,High School,77954,12,2,1,0,1
55,HR,Senior,PhD,79631,11,3,1,1,1
36,IT,Junior,PhD,105541,13,1,4,0,0
28,Sales,Manager,PhD,29402,3,4,4,0,0
23,Finance,Junior,Master,160484,5,4,2,0,0
25,Sales,Senior,Master,139632,0,3,4,1,0
41,Finance,Manager,PhD,154908,16,3,3,1,0
51,Operations,Senior,High School,147767,5,4,1,0,0
34,Sales,Senior,Master,81976,16,2,1,1,1
57,IT,Junior,High School,93572,11,1,4,0,0
39,HR,Executive,PhD,41599,7,1,3,1,0
57,Operations,Junior,Master,190565,11,3,4,1,0
40,Finance,Manager,Bachelor,75290,3,4,4,1,0
22,IT,Junior,PhD,154857,15,4,1,1,1
27,Finance,Senior,PhD,124162,15,1,1,0,1
53,Sales,Executive,Master,51713,16,4,4,0,0
26,Sales,Manager,Bachelor,101688,11,2,4,1,1
27,HR,Executive,High School,36528,2,1,3,1,1
38,Sales,Junior,PhD,36728,13,3,3,0,0
49,Operations,Senior,Bachelor,107203,13,2,3,1,1
39,Finance,Junior,High School,35307,17,3,1,0,0
45,Finance,Executive,Bachelor,117139,14,2,4,0,0
24,Operations,Senior,PhD,27282,14,2,3,1,1
33,Sales,Manager,Bachelor,151840,14,2,4,0,0
52,Sales,Senior,PhD,45598,7,4,4,1,0
47,Operations,Executive,Master,113269,3,3,4,1,0
54,HR,Manager,PhD,129817,5,2,3,1,1
48,IT,Executive,Master,23627,7,1,2,0,1
29,IT,Junior,Master,145179,4,2,1,1,1
28,Sales,Junior,High School,177481,4,1,2,0,1
41,IT,Executive,Master,99795,8,1,2,1,1
50,IT,Junior,Master,128642,7,3,2,0,0
49,IT,Executive,PhD,77740,19,1,2,1,1
29,Sales,Executive,High School,159007,2,4,3,0,0
33,Finance,Manager,Bachelor,53854,7,1,2,0,1
38,Sales,Manager,High School,196257,8,3,4,0,0
58,Sales,Executive,Master,127164,18,1,3,0,0
42,HR,Executive,Master,41456,9,3,1,1,0
51,HR,Junior,PhD,49388,19,3,1,1,0
55,Sales,Senior,PhD,38753,8,2,3,0,0
30,Operations,Senior,PhD,145720,9,1,3,0,0
29,Operations,Manager,Bachelor,155589,1,3,1,1,1
51,HR,Manager,High School,64248,15,3,1,1,1
44,HR,Senior,High School,100063,7,3,4,0,0
28,Finance,Junior,Bachelor,50132,18,2,2,1,1
40,HR,Executive,Master,23055,16,2,3,1,1
37,IT,Junior,Bachelor,141026,15,1,4,0,0
48,Sales,Executive,Master,133323,11,4,3,0,0
26,Sales,Junior,Bachelor,160947,9,4,4,1,0
53,Sales,Junior,PhD,123784,16,4,1,0,0
48,Finance,Executive,PhD,178295,2,4,4,0,0
21,Finance,Executive,Bachelor,193178,16,2,1,1,1
55,IT,Junior,Bachelor,135993,14,2,4,1,1
44,Sales,Manager,Bachelor,108454,1,3,1,0,0
26,IT,Junior,Bachelor,136759,12,2,2,1,1
27,HR,Senior,PhD,44236,18,1,1,1,1
29,Sales,Manager,High School,69486,17,3,1,1,1
57,IT,Executive,PhD,108953,3,3,1,1,0
36,Finance,Executive,Master,59403,13,2,3,1,0
54,Finance,Manager,PhD,58698,12,3,3,0,0
55,Finance,Manager,Bachelor,79392,14,4,1,1,0
55,IT,Executive,Master,167984,5,2,4,0,0
40,IT,Junior,Bachelor,144464,3,2,1,1,1
43,IT,Executive,PhD,40067,17,3,4,0,0
55,Operations,Executive,PhD,57483,4,4,2,0,0
43,Sales,Executive,PhD,68368,3,2,2,0,0
24,Operations,Junior,High School,79730,8,1,3,1,1
30,Operations,Manager,High School,51252,18,4,3,1,0
31,HR,Manager,Master,116285,8,2,4,1,1
29,HR,Manager,High School,45894,6,2,2,1,1
32,Finance,Manager,PhD,131374,6,1,4,0,0
37,Operations,Junior,Bachelor,117566,1,2,2,1,1
52,HR,Executive,PhD,46632,17,2,2,0,1
43,Operations,Executive,Bachelor,145652,18,1,1,1,1
35,Sales,Junior,Master,36318,19,1,4,1,1
48,Operations,Senior,Master,56379,12,2,1,1,1
58,Finance,Executive,Bachelor,55824,8,4,1,0,0
25,IT,Manager,Master,108626,0,1,2,1,1
38,Finance,Manager,Bachelor,127597,0,1,3,1,1
41,Operations,Executive,Bachelor,85408,10,1,4,0,0
35,Operations,Manager,Master,74608,8,4,4,1,0
23,IT,Junior,Bachelor,49132,18,3,4,0,0
46,Finance,Executive,Bachelor,70051,3,2,1,1,1
35,Finance,Senior,PhD,43709,10,2,2,0,0
40,Operations,Senior,High School,136239,1,2,3,0,0
41,Sales,Executive,Master,86358,16,2,4,1,0
46,HR,Senior,High School,108293,14,4,1,1,0
43,Operations,Junior,PhD,172573,17,2,2,1,1
45,Operations,Senior,PhD,113556,15,1,3,1,0
24,HR,Senior,Bachelor,64795,8,1,3,1,0
30,IT,Senior,Bachelor,38476,6,3,2,0,0
42,Operations,Executive,Master,181658,8,2,1,1,1
23,Sales,Senior,Master,192171,7,4,1,1,0
39,IT,Executive,PhD,90974,3,4,1,0,0
51,IT,Manager,Master,36674,0,4,4,1,1
29,IT,Executive,Master,148255,17,4,4,1,0
49,Operations,Junior,Master,110557,3,2,2,1,1
57,IT,Executive,Bachelor,86109,17,4,3,1,0
27,Finance,Senior,PhD,125602,11,4,2,0,0
58,Operations,Executive,Bachelor,123706,17,4,2,1,0
44,Operations,Executive,High School,121954,6,4,3,0,0
28,HR,Senior,Bachelor,56048,16,3,3,1,0
54,IT,Manager,High School,187646,0,4,3,1,0
46,Operations,Executive,Bachelor,47314,11,1,4,1,1
48,Sales,Manager,PhD,90047,19,1,4,1,1
48,Sales,Executive,PhD,168368,3,4,3,1,0
27,Operations,Junior,Master,91305,7,4,2,1,0
23,Operations,Manager,PhD,104686,12,4,2,1,0
42,Sales,Senior,Master,72741,8,4,3,0,0
58,Sales,Executive,High School,120295,6,2,4,1,0
38,Finance,Senior,High School,102555,4,1,1,1,1
32,Sales,Junior,High School,31549,10,2,4,1,1
51,Finance,Junior,PhD,160107,12,4,4,0,0
59,Operations,Manager,Master,180504,0,3,3,0,0
25,IT,Senior,High School,189769,14,3,1,1,0
49,IT,Manager,Master,155139,10,3,2,0,0
56,HR,Manager,PhD,64174,9,1,3,1,1
34,Finance,Junior,High School,69534,2,3,4,0,0
38,Sales,Executive,Master,51814,19,2,4,0,0
27,Finance,Executive,High School,161959,1,1,1,0,1
43,HR,Executive,High School,50570,15,1,1,0,1
53,HR,Executive,Bachelor,149025,13,2,4,0,0
36,Finance,Executive,Master,164294,17,3,4,1,0
57,Sales,Senior,PhD,118233,14,3,4,1,0
45,Operations,Senior,Master,58043,15,2,1,0,1
29,Operations,Senior,Bachelor,182738,9,2,3,0,0
48,Operations,Executive,High School,172907,17,1,1,0,1
29,HR,Executive,PhD,79889,16,2,2,0,1
32,Finance,Manager,PhD,133231,12,2,3,0,0
38,HR,Senior,Bachelor,105100,16,3,1,1,1
47,Sales,Manager,PhD,164164,19,3,4,0,0
46,IT,Executive,Master,92328,5,4,4,1,0
46,HR,Junior,High School,168586,11,3,1,0,0
30,Sales,Senior,Master,112047,5,2,1,0,1
37,Sales,Senior,Bachelor,50587,5,4,3,0,0
52,Sales,Executive,High School,176166,18,4,3,0,0
44,IT,Manager,Bachelor,76901,19,2,1,1,1
28,Operations,Senior,Bachelor,89937,11,1,1,1,1
50,Finance,Senior,Bachelor,55745,17,1,3,1,0
46,HR,Executive,High School,119478,5,3,2,1,0
44,IT,Manager,Bachelor,170509,15,2,3,0,0
47,Sales,Executive,PhD,36167,7,2,2,0,1
35,IT,Senior,PhD,95778,14,3,3,1,0
48,HR,Junior,Master,196000,5,4,1,1,1
31,Finance,Executive,Bachelor,162757,13,4,3,0,0
59,HR,Senior,PhD,50194,12,1,4,1,0
22,IT,Executive,Bachelor,122407,6,2,4,1,0
29,Sales,Executive,Master,186057,19,1,1,1,1
43,Sales,Executive,Master,137348,7,1,3,1,1
53,Operations,Senior,PhD,23648,0,4,4,1,1
39,Operations,Junior,High School,68175,12,1,2,1,1
33,Finance,Manager,High School,68982,14,1,4,1,0
34,Finance,Executive,High School,130306,13,1,1,1,1
52,Operations,Executive,PhD,102218,0,4,2,0,0
42,Operations,Senior,PhD,142742,11,2,2,1,1
40,HR,Senior,Master,58663,10,4,1,0,0
53,HR,Senior,PhD,122279,14,4,1,0,0
25,Sales,Senior,Master,140307,11,2,1,1,1
40,Sales,Executive,High School,62908,4,1,2,0,1
34,Operations,Junior,High School,186721,19,1,2,0,1
47,HR,Junior,High School,78598,15,3,2,0,0
46,Operations,Executive,Master,67043,16,2,1,1,1
52,Operations,Junior,PhD,122581,0,4,3,1,0
50,Finance,Junior,Bachelor,77789,15,2,4,0,0
47,Operations,Executive,Master,22661,5,2,4,0,0
46,Sales,Junior,High School,75776,1,1,1,0,1
38,Finance,Executive,Master,153109,5,1,3,0,0
43,HR,Senior,Bachelor,27825,4,2,3,1,1
44,Sales,Executive,Master,158431,3,4,2,1,0
24,IT,Senior,High School,79647,8,1,2,0,0
23,HR,Junior,Bachelor,35310,11,2,2,0,1
50,IT,Senior,Bachelor,158824,0,1,2,0,1
36,Sales,Junior,High School,49096,15,1,2,0,1
27,HR,Senior,PhD,138299,18,4,3,1,0
59,IT,Manager,Master,126302,12,2,4,1,0
42,IT,Executive,Master,134746,13,3,1,0,0
51,HR,Senior,PhD,118266,17,4,3,0,0
33,Operations,Senior,Bachelor,126431,0,4,2,0,0
49,Sales,Senior,PhD,177369,9,1,4,1,1
48,Sales,Manager,Master,60797,1,4,2,1,1
39,Finance,Senior,High School,126097,12,1,3,1,0
43,HR,Junior,Bachelor,29735,13,2,2,1,1
28,Sales,Executive,Master,110981,11,1,1,0,1
45,IT,Senior,PhD,137058,11,4,3,1,0
58,HR,Junior,Bachelor,127154,10,3,2,0,0
58,IT,Senior,PhD,95275,2,1,4,1,0
55,HR,Senior,Bachelor,103124,4,1,4,0,0
46,IT,Junior,Bachelor,67189,0,3,3,1,0
23,IT,Manager,Master,78724,14,2,3,0,0
22,HR,Junior,High School,149730,14,4,2,1,0
25,Finance,Junior,Master,102896,12,4,3,1,0
40,IT,Junior,Bachelor,129176,13,2,2,1,1
32,HR,Manager,Bachelor,38527,6,3,2,0,0
58,Operations,Senior,PhD,107487,18,1,4,0,0
36,Operations,Junior,Bachelor,186461,5,3,4,1,0
57,Finance,Senior,PhD,117017,16,4,2,0,0
58,HR,Manager,Bachelor,186672,4,4,2,0,0
56,Finance,Senior,High School,26312,5,1,4,1,1
49,IT,Manager,High School,164154,3,2,1,1,1
55,Operations,Junior,Master,160741,0,3,3,1,0
57,Finance,Manager,High School,135144,10,4,1,1,1
41,IT,Senior,Master,46073,5,3,2,1,0
41,Operations,Senior,Bachelor,34815,13,1,1,1,1
48,Finance,Senior,Bachelor,120823,7,1,3,0,0
26,IT,Manager,Bachelor,33366,15,1,4,1,1
40,Sales,Executive,Bachelor,163002,11,3,4,1,0
56,Operations,Junior,Bachelor,75109,9,2,3,0,0
33,IT,Senior,Bachelor,83015,10,4,1,0,0
31,Sales,Manager,High School,184563,5,4,2,1,0
44,Finance,Senior,Master,34797,10,2,1,1,1
39,Sales,Manager,High School,65804,18,1,1,0,1
43,Operations,Manager,Bachelor,107249,18,1,3,0,0
51,HR,Manager,High School,31730,7,3,3,1,0
57,Finance,Junior,Master,48720,12,1,3,0,0
57,Sales,Senior,High School,143081,19,1,3,1,0
23,IT,Junior,High School,191738,17,2,1,0,1
54,HR,Junior,Bachelor,159423,3,3,3,0,0
49,HR,Junior,Master,190370,4,2,3,0,0
23,Finance,Executive,Master,178236,17,1,2,0,1
35,Sales,Senior,Bachelor,99958,12,2,4,1,1
27,Operations,Executive,Bachelor,110247,16,3,1,1,0
23,Sales,Junior,Bachelor,138692,2,3,1,0,0
36,Sales,Executive,PhD,135942,9,3,1,0,0
54,Finance,Junior,PhD,89340,13,4,3,1,0
40,Finance,Executive,Bachelor,51162,0,1,3,0,0
59,IT,Manager,Master,133524,17,4,1,1,1
53,Operations,Manager,Master,76170,7,1,4,0,0
34,Finance,Junior,High School,143780,18,4,1,1,0
55,IT,Manager,High School,193345,18,2,3,1,1
31,HR,Manager,PhD,171343,15,4,1,0,0
40,IT,Manager,Master,103767,13,3,2,1,0
50,Operations,Manager,Bachelor,127033,3,1,4,0,0
48,IT,Senior,PhD,130929,17,2,3,0,0
35,IT,Executive,High School,177788,0,2,2,0,1
58,Finance,Junior,Bachelor,83298,7,4,4,0,0
33,Operations,Executive,High School,72670,3,2,3,0,0
55,IT,Executive,High School,88450,11,2,2,0,1
44,Sales,Manager,Bachelor,108472,7,1,2,1,1
21,IT,Manager,PhD,127621,15,2,3,1,1
44,HR,Manager,High School,165457,11,3,3,0,0
47,HR,Executive,High School,87771,1,1,4,0,1
38,IT,Manager,Bachelor,108022,16,4,3,1,0
46,IT,Executive,High School,199876,17,4,2,0,0
49,Sales,Junior,PhD,105945,19,1,4,0,0
28,IT,Senior,PhD,108611,1,1,3,1,1
46,Finance,Junior,PhD,105987,7,2,1,1,1
25,Operations,Junior,Bachelor,141437,11,1,4,1,0
53,Sales,Manager,PhD,181210,15,2,2,1,1
25,IT,Executive,PhD,189956,1,3,3,1,0
56,Finance,Manager,PhD,178487,4,2,1,1,1
33,IT,Manager,PhD,136097,0,3,3,1,0
37,Sales,Senior,High School,128719,19,2,4,0,0
33,Sales,Manager,Master,193878,10,3,1,1,1
45,HR,Executive,High School,96275,17,4,2,1,0
22,HR,Manager,PhD,192885,19,2,1,1,1
44,IT,Executive,Bachelor,49965,6,3,4,1,0
56,Operations,Junior,PhD,99743,14,1,3,1,0
45,Finance,Junior,Master,90296,19,4,1,0,0
54,HR,Senior,Master,166738,7,4,4,0,0
32,HR,Junior,Bachelor,77682,19,3,3,1,0
39,Operations,Executive,High School,181481,16,2,1,0,1
50,Sales,Junior,Master,69194,1,2,4,1,1
57,IT,Senior,Bachelor,36738,9,4,4,0,0
21,IT,Junior,PhD,150322,13,3,3,0,0
23,Finance,Junior,Bachelor,34498,3,3,3,1,0
46,Operations,Junior,High School,41226,18,4,1,0,0
35,Operations,Senior,Bachelor,85216,9,3,1,1,0
48,Operations,Executive,PhD,193233,13,3,1,0,0
24,Sales,Junior,High School,131527,12,3,3,0,0
39,Operations,Senior,PhD,129441,6,4,4,1,0
44,Sales,Manager,PhD,126311,2,4,1,0,0
26,IT,Junior,Master,175813,14,4,4,1,0
36,Sales,Executive,High School,110629,18,4,4,0,0
52,IT,Junior,PhD,114776,12,3,4,1,0
50,Finance,Senior,Master,107311,8,3,2,1,1
55,Operations,Executive,PhD,194836,15,3,4,0,0
28,Finance,Junior,PhD,63532,16,2,2,1,1
25,Operations,Junior,High School,80901,10,4,1,0,0
57,Finance,Junior,PhD,170648,4,4,4,1,0
32,HR,Executive,Bachelor,173535,3,4,2,1,0
45,HR,Executive,Bachelor,66494,7,3,2,1,0
53,Sales,Executive,PhD,57218,13,1,3,0,0
59,Finance,Manager,Bachelor,28189,11,4,1,0,0
44,Operations,Senior,High School,74228,13,1,3,0,0
31,IT,Junior,Bachelor,107375,14,2,3,1,0
55,Sales,Junior,PhD,47914,2,1,2,1,1
21,Sales,Junior,Master,115661,18,1,2,0,1
28,HR,Manager,Bachelor,85905,16,2,2,1,1
43,Finance,Junior,Master,126298,19,2,3,0,0
40,Finance,Executive,Master,71102,9,2,1,1,1
52,Sales,Junior,Master,112034,8,2,3,0,0
31,HR,Senior,High School,44067,16,4,1,0,0
27,IT,Junior,PhD,176051,9,3,3,1,0
50,HR,Executive,High School,81408,2,3,1,0,0
59,Finance,Senior,PhD,131591,1,2,4,1,1
33,IT,Manager,PhD,62485,17,2,1,0,1
23,Sales,Manager,PhD,83892,0,2,1,1,1
27,IT,Executive,High School,180055,4,4,3,1,0
33,Sales,Junior,PhD,199870,14,3,4,0,0
57,HR,Manager,Bachelor,39125,14,2,1,1,1
45,IT,Executive,PhD,23102,16,2,3,1,1
43,Operations,Senior,Master,74728,17,3,4,0,0
53,Finance,Manager,High School,118348,17,4,4,1,0
25,Sales,Senior,PhD,83607,8,2,1,0,1
52,IT,Junior,Master,26594,12,3,2,0,0
50,IT,Junior,High School,113802,6,4,3,1,0
51,Operations,Senior,Master,35257,4,2,1,1,1
33,HR,Executive,Bachelor,28869,2,2,4,1,1
25,Operations,Manager,Bachelor,100029,8,2,4,1,1
43,IT,Manager,High School,76736,17,1,1,1,1
21,Finance,Executive,PhD,125265,15,2,4,0,0
30,IT,Senior,Master,29699,1,3,3,1,1
47,IT,Manager,PhD,145735,9,3,2,1,0
28,IT,Junior,Master,75611,3,2,2,1,1
23,Operations,Executive,High School,183963,15,3,4,0,0
39,Operations,Junior,Bachelor,149757,14,1,1,1,1
22,Sales,Senior,Bachelor,169830,5,2,2,0,1
51,Sales,Manager,PhD,84212,17,4,4,0,0
30,Sales,Executive,Bachelor,154245,1,3,4,1,0
36,IT,Junior,Master,151081,17,4,1,0,0
57,Sales,Manager,PhD,185127,0,3,4,0,0
40,Sales,Junior,Master,164435,5,4,4,1,0
23,HR,Junior,High School,146410,17,4,4,1,0
55,Operations,Executive,Bachelor,35696,19,4,4,1,0
54,Sales,Senior,Bachelor,193434,10,3,4,1,0
41,Operations,Junior,High School,148545,6,1,1,0,1
56,Finance,Senior,Bachelor,197910,4,4,3,1,0
52,HR,Executive,Bachelor,55172,7,2,3,0,0
38,Finance,Senior,PhD,188075,4,2,2,1,1
54,Operations,Junior,PhD,181299,0,4,1,1,1
58,Operations,Junior,Master,72883,0,1,4,0,0
23,Finance,Junior,PhD,139998,3,3,2,0,0
23,Sales,Junior,Bachelor,139448,7,4,1,1,1
47,HR,Manager,High School,162982,1,3,4,0,0
22,Operations,Manager,Master,156473,15,4,1,1,0
23,IT,Executive,High School,60981,2,3,4,0,0
37,HR,Junior,PhD,137679,1,1,3,1,1
59,Finance,Manager,Bachelor,199789,16,1,3,1,0
58,Operations,Junior,High School,91549,3,3,3,0,0
39,Operations,Manager,PhD,77255,1,2,4,0,0
39,Finance,Manager,PhD,66444,7,3,4,1,0
25,IT,Executive,PhD,184226,12,4,4,1,0
25,IT,Junior,High School,107841,0,3,4,1,0
34,Operations,Junior,PhD,160603,18,2,3,1,0
47,Sales,Junior,Master,71558,6,1,3,1,0
56,IT,Executive,PhD,190182,8,4,3,0,0
55,IT,Junior,PhD,157850,6,3,1,0,0
41,Sales,Senior,Bachelor,152804,5,3,1,0,0
25,IT,Senior,Bachelor,197049,10,4,2,0,0
44,Sales,Executive,PhD,177141,14,4,1,1,0
59,Finance,Senior,Bachelor,112649,18,4,3,1,0
44,HR,Junior,High School,188646,5,1,4,1,1
33,HR,Manager,Master,26501,0,1,1,0,1
58,Finance,Executive,Master,135022,7,4,1,1,0
21,IT,Senior,Master,157791,18,3,1,0,0
59,HR,Junior,Bachelor,169795,19,3,1,0,0
30,Finance,Junior,PhD,101214,10,1,4,1,1
22,HR,Senior,Master,191054,1,4,3,0,0
36,IT,Junior,PhD,29762,18,2,4,0,1
57,Sales,Executive,Bachelor,27615,8,4,1,1,1
36,Finance,Executive,High School,185085,7,3,4,0,0
43,HR,Senior,High School,181026,8,3,2,0,0
46,IT,Junior,PhD,110511,10,1,2,1,1
36,HR,Executive,Bachelor,83410,17,1,2,1,1
47,IT,Executive,High School,186961,10,3,1,0,0
50,IT,Senior,Bachelor,158951,18,2,4,0,0
53,IT,Executive,Master,102818,8,1,2,1,1
52,IT,Junior,PhD,26301,18,1,3,0,1
29,Finance,Executive,Bachelor,70340,17,3,1,1,0
31,Sales,Executive,Bachelor,24233,18,1,4,0,1
57,Finance,Junior,High School,192494,5,1,4,1,0
26,HR,Senior,High School,121850,13,1,1,1,1
50,Finance,Senior,Bachelor,37108,1,3,2,0,1
35,Finance,Senior,PhD,58905,15,4,1,0,0
50,HR,Executive,PhD,89760,16,3,4,1,0
38,Sales,Senior,Bachelor,112831,19,1,4,1,0
32,Finance,Junior,High School,102665,1,2,3,0,0
24,IT,Junior,Master,83240,8,1,2,0,0
36,Finance,Junior,Bachelor,30468,6,3,4,0,0
43,HR,Junior,Bachelor,26527,9,1,1,0,1
31,Sales,Senior,PhD,26205,0,4,3,1,1
44,Finance,Executive,Bachelor,72912,4,3,3,0,0
42,Finance,Senior,High School,154223,9,3,4,1,0
59,HR,Senior,High School,134417,5,4,3,0,0
35,Operations,Manager,Master,72831,17,2,2,1,1
35,Operations,Senior,PhD,53891,2,1,1,0,1
30,Finance,Executive,PhD,90918,4,1,2,0,0
48,IT,Senior,Bachelor,190624,8,1,1,0,1
56,Finance,Senior,Master,42699,16,3,1,1,0
37,Operations,Junior,Master,77855,3,1,1,1,1
56,Finance,Manager,PhD,20126,11,1,1,1,1
42,IT,Executive,High School,63370,7,3,2,1,0
43,Sales,Executive,PhD,78754,10,1,1,0,1
49,Finance,Executive,Bachelor,152448,2,1,2,1,1
42,HR,Senior,Master,97586,7,2,1,0,1
31,IT,Executive,High School,24741,12,3,3,1,0
56,Finance,Manager,High School,109071,10,2,4,1,1
49,Operations,Manager,High School,138746,10,4,2,0,0
52,Finance,Senior,High School,179907,19,3,3,1,0
34,Operations,Junior,PhD,106624,18,1,1,0,0
38,HR,Junior,PhD,139320,17,4,2,1,0
58,Sales,Junior,High School,79368,1,3,4,0,0
57,Operations,Junior,Bachelor,141360,12,1,1,1,1
54,Finance,Senior,High School,185473,12,1,4,1,1
43,HR,Senior,Master,98212,15,4,4,1,0
52,IT,Senior,Master,112370,19,1,1,1,1
23,Finance,Junior,Bachelor,117302,15,2,3,0,0
42,IT,Junior,PhD,48162,8,1,4,1,0
43,Operations,Executive,High School,197706,2,1,3,0,0
24,HR,Junior,PhD,134803,7,3,2,1,0
33,Sales,Senior,PhD,55139,9,1,4,1,0
52,Finance,Executive,High School,176081,10,1,4,1,0
49,HR,Junior,Master,48004,12,1,2,1,1
30,HR,Manager,Master,32806,8,4,3,0,0
33,Sales,Senior,High School,197724,8,2,3,1,0
37,Operations,Executive,PhD,29988,19,2,3,0,0
58,Sales,Executive,Master,173221,18,1,1,1,1
22,Sales,Junior,Bachelor,81094,17,1,3,1,1
37,Sales,Executive,High School,42711,18,4,2,1,0
46,IT,Executive,Bachelor,171113,9,2,2,0,1
58,Finance,Manager,PhD,110907,0,1,1,0,1
57,Sales,Junior,Master,98142,19,1,4,1,1
25,Finance,Executive,High School,162472,6,2,2,0,1
45,Sales,Junior,Master,185565,18,3,1,0,0
29,Operations,Senior,PhD,35233,10,4,4,1,0
48,Operations,Executive,Master,178707,17,1,1,0,1
42,Sales,Manager,PhD,73075,1,1,4,1,1
49,HR,Senior,High School,171560,15,2,2,1,1
55,Finance,Manager,High School,91371,16,1,3,1,1
40,Operations,Manager,Bachelor,71713,12,4,3,0,0
25,IT,Executive,PhD,165971,5,3,4,0,0
59,HR,Senior,Master,137477,19,3,4,0,0
52,Operations,Executive,PhD,199295,11,4,4,1,0
59,HR,Senior,PhD,48841,11,4,1,0,0
30,Finance,Senior,High School,80454,6,4,4,0,0
37,HR,Manager,Bachelor,168207,0,1,3,1,1
57,IT,Manager,Bachelor,135257,15,2,2,0,1
35,HR,Manager,PhD,131787,9,2,1,0,1
29,Operations,Senior,Bachelor,103567,7,4,2,0,0
52,IT,Senior,Master,82513,0,4,1,0,0
43,Finance,Senior,Bachelor,173009,0,4,3,1,0
31,Operations,Executive,PhD,23048,7,3,3,1,0
